"Plot Title: sargento"
"#","Date Time, GMT-07:00","Abs Pres, kPa","Temp, °C","Water Level, meters"
44,10/26/2017 23:45:00,104.838,24.255,-0.227
45,10/27/2017 00:00:00,104.822,24.255,-0.229
46,10/27/2017 00:15:00,104.822,24.255,-0.229
47,10/27/2017 00:30:00,104.822,24.255,-0.229
48,10/27/2017 00:45:00,104.790,24.255,-0.232
49,10/27/2017 01:00:00,104.742,24.255,-0.237
50,10/27/2017 01:15:00,104.758,24.255,-0.235
51,10/27/2017 01:30:00,104.758,24.255,-0.235
52,10/27/2017 01:45:00,104.758,24.255,-0.235
53,10/27/2017 02:00:00,104.758,24.255,-0.235
54,10/27/2017 02:15:00,104.758,24.255,-0.235
55,10/27/2017 02:30:00,104.694,24.255,-0.241
56,10/27/2017 02:45:00,104.694,24.255,-0.241
57,10/27/2017 03:00:00,104.707,24.158,-0.240
58,10/27/2017 03:15:00,104.691,24.158,-0.242
59,10/27/2017 03:30:00,104.675,24.158,-0.243
60,10/27/2017 03:45:00,104.659,24.158,-0.245
61,10/27/2017 04:00:00,104.675,24.158,-0.243
62,10/27/2017 04:15:00,104.659,24.158,-0.245
63,10/27/2017 04:30:00,104.675,24.158,-0.243
64,10/27/2017 04:45:00,104.675,24.158,-0.243
65,10/27/2017 05:00:00,104.707,24.158,-0.240
66,10/27/2017 05:15:00,104.722,24.158,-0.239
67,10/27/2017 05:30:00,104.770,24.158,-0.234
68,10/27/2017 05:45:00,104.802,24.158,-0.231
69,10/27/2017 06:00:00,104.834,24.158,-0.227
70,10/27/2017 06:15:00,104.882,24.158,-0.223
71,10/27/2017 06:30:00,104.962,24.158,-0.215
72,10/27/2017 06:45:00,105.010,24.158,-0.210
73,10/27/2017 07:00:00,105.058,24.158,-0.205
74,10/27/2017 07:15:00,105.122,24.158,-0.199
75,10/27/2017 07:30:00,105.170,24.158,-0.194
76,10/27/2017 07:45:00,105.221,24.255,-0.189
77,10/27/2017 08:00:00,105.282,24.158,-0.183
78,10/27/2017 08:15:00,105.314,24.158,-0.180
79,10/27/2017 08:30:00,105.349,24.255,-0.176
80,10/27/2017 08:45:00,105.413,24.255,-0.170
81,10/27/2017 09:00:00,105.445,24.255,-0.167
82,10/27/2017 09:15:00,105.473,24.158,-0.164
83,10/27/2017 09:30:00,105.489,24.158,-0.162
84,10/27/2017 09:45:00,105.521,24.158,-0.159
85,10/27/2017 10:00:00,105.505,24.158,-0.161
86,10/27/2017 10:15:00,105.505,24.158,-0.161
87,10/27/2017 10:30:00,105.489,24.158,-0.162
88,10/27/2017 10:45:00,105.457,24.158,-0.165
89,10/27/2017 11:00:00,105.441,24.158,-0.167
90,10/27/2017 11:15:00,105.426,24.158,-0.169
91,10/27/2017 11:30:00,105.378,24.158,-0.173
92,10/27/2017 11:45:00,105.330,24.158,-0.178
93,10/27/2017 12:00:00,105.282,24.158,-0.183
94,10/27/2017 12:15:00,105.202,24.158,-0.191
95,10/27/2017 12:30:00,105.138,24.158,-0.197
96,10/27/2017 12:45:00,105.074,24.158,-0.204
97,10/27/2017 13:00:00,105.058,24.158,-0.205
98,10/27/2017 13:15:00,105.006,24.062,-0.210
99,10/27/2017 13:30:00,104.958,24.062,-0.215
100,10/27/2017 13:45:00,104.879,24.062,-0.223
101,10/27/2017 14:00:00,104.831,24.062,-0.228
102,10/27/2017 14:15:00,104.783,24.062,-0.232
103,10/27/2017 14:30:00,104.751,24.062,-0.236
104,10/27/2017 14:45:00,104.703,24.062,-0.240
105,10/27/2017 15:00:00,104.655,24.062,-0.245
106,10/27/2017 15:15:00,104.639,24.062,-0.247
107,10/27/2017 15:30:00,104.607,24.062,-0.250
108,10/27/2017 15:45:00,104.591,24.062,-0.252
109,10/27/2017 16:00:00,104.587,23.966,-0.252
110,10/27/2017 16:15:00,104.556,23.966,-0.255
111,10/27/2017 16:30:00,104.572,23.966,-0.253
112,10/27/2017 16:45:00,104.540,23.966,-0.257
113,10/27/2017 17:00:00,104.524,23.966,-0.258
114,10/27/2017 17:15:00,104.492,23.966,-0.261
115,10/27/2017 17:30:00,104.492,23.966,-0.261
116,10/27/2017 17:45:00,104.476,23.966,-0.263
117,10/27/2017 18:00:00,104.476,23.966,-0.263
118,10/27/2017 18:15:00,104.476,23.966,-0.263
119,10/27/2017 18:30:00,104.460,23.966,-0.265
120,10/27/2017 18:45:00,104.460,23.966,-0.265
121,10/27/2017 19:00:00,104.472,23.869,-0.263
122,10/27/2017 19:15:00,104.472,23.869,-0.263
123,10/27/2017 19:30:00,104.456,23.869,-0.265
124,10/27/2017 19:45:00,104.440,23.869,-0.267
125,10/27/2017 20:00:00,104.440,23.869,-0.267
126,10/27/2017 20:15:00,104.440,23.869,-0.267
127,10/27/2017 20:30:00,104.424,23.869,-0.268
128,10/27/2017 20:45:00,104.440,23.869,-0.267
129,10/27/2017 21:00:00,104.440,23.869,-0.267
130,10/27/2017 21:15:00,104.440,23.869,-0.267
131,10/27/2017 21:30:00,104.456,23.869,-0.265
132,10/27/2017 21:45:00,104.472,23.869,-0.263
133,10/27/2017 22:00:00,104.456,23.869,-0.265
134,10/27/2017 22:15:00,104.456,23.869,-0.265
135,10/27/2017 22:30:00,104.440,23.869,-0.267
136,10/27/2017 22:45:00,104.408,23.869,-0.270
137,10/27/2017 23:00:00,104.405,23.773,-0.270
138,10/27/2017 23:15:00,104.421,23.773,-0.268
139,10/27/2017 23:30:00,104.405,23.773,-0.270
140,10/27/2017 23:45:00,104.405,23.773,-0.270
141,10/28/2017 00:00:00,104.405,23.773,-0.270
142,10/28/2017 00:15:00,104.389,23.773,-0.272
143,10/28/2017 00:30:00,104.389,23.773,-0.272
144,10/28/2017 00:45:00,104.389,23.773,-0.272
145,10/28/2017 01:00:00,104.389,23.773,-0.272
146,10/28/2017 01:15:00,104.373,23.773,-0.273
147,10/28/2017 01:30:00,104.357,23.773,-0.275
148,10/28/2017 01:45:00,104.357,23.773,-0.275
149,10/28/2017 02:00:00,104.341,23.773,-0.276
150,10/28/2017 02:15:00,104.309,23.773,-0.280
151,10/28/2017 02:30:00,104.293,23.773,-0.281
152,10/28/2017 02:45:00,104.277,23.773,-0.283
153,10/28/2017 03:00:00,104.277,23.773,-0.283
154,10/28/2017 03:15:00,104.261,23.773,-0.284
155,10/28/2017 03:30:00,104.261,23.773,-0.284
156,10/28/2017 03:45:00,104.245,23.773,-0.286
157,10/28/2017 04:00:00,104.245,23.773,-0.286
158,10/28/2017 04:15:00,104.245,23.773,-0.286
159,10/28/2017 04:30:00,104.245,23.773,-0.286
160,10/28/2017 04:45:00,104.245,23.773,-0.286
161,10/28/2017 05:00:00,104.229,23.773,-0.288
162,10/28/2017 05:15:00,104.229,23.773,-0.288
163,10/28/2017 05:30:00,104.229,23.773,-0.288
164,10/28/2017 05:45:00,104.261,23.773,-0.284
165,10/28/2017 06:00:00,104.261,23.773,-0.284
166,10/28/2017 06:15:00,104.277,23.773,-0.283
167,10/28/2017 06:30:00,104.289,23.677,-0.282
168,10/28/2017 06:45:00,104.321,23.677,-0.278
169,10/28/2017 07:00:00,104.357,23.773,-0.275
170,10/28/2017 07:15:00,104.421,23.773,-0.268
171,10/28/2017 07:30:00,104.484,23.773,-0.262
172,10/28/2017 07:45:00,104.548,23.773,-0.256
173,10/28/2017 08:00:00,106.622,23.677,-0.050
174,10/28/2017 08:15:00,106.910,23.677,-0.021
175,10/28/2017 08:30:00,107.182,23.677,0.006
176,10/28/2017 08:45:00,107.374,23.677,0.025
177,10/28/2017 09:00:00,107.422,23.677,0.030
178,10/28/2017 09:15:00,107.307,23.581,0.019
179,10/28/2017 09:30:00,107.083,23.581,-0.004
180,10/28/2017 09:45:00,106.779,23.581,-0.034
181,10/28/2017 10:00:00,106.523,23.581,-0.059
182,10/28/2017 10:15:00,106.443,23.581,-0.067
183,10/28/2017 10:30:00,106.331,23.581,-0.078
184,10/28/2017 10:45:00,106.235,23.581,-0.088
185,10/28/2017 11:00:00,106.203,23.581,-0.091
186,10/28/2017 11:15:00,106.139,23.581,-0.098
187,10/28/2017 11:30:00,106.139,23.581,-0.098
188,10/28/2017 11:45:00,106.091,23.581,-0.102
189,10/28/2017 12:00:00,106.091,23.581,-0.102
190,10/28/2017 12:15:00,106.059,23.581,-0.106
191,10/28/2017 12:30:00,105.995,23.581,-0.112
192,10/28/2017 12:45:00,105.931,23.581,-0.118
193,10/28/2017 13:00:00,105.883,23.581,-0.123
194,10/28/2017 13:15:00,105.787,23.581,-0.133
195,10/28/2017 13:30:00,105.675,23.581,-0.144
196,10/28/2017 13:45:00,105.612,23.581,-0.150
197,10/28/2017 14:00:00,105.484,23.581,-0.163
198,10/28/2017 14:15:00,105.404,23.581,-0.171
199,10/28/2017 14:30:00,105.324,23.581,-0.179
200,10/28/2017 14:45:00,105.212,23.581,-0.190
201,10/28/2017 15:00:00,105.180,23.581,-0.193
202,10/28/2017 15:15:00,105.132,23.581,-0.198
203,10/28/2017 15:30:00,105.068,23.581,-0.204
204,10/28/2017 15:45:00,105.004,23.581,-0.210
205,10/28/2017 16:00:00,104.940,23.581,-0.217
206,10/28/2017 16:15:00,104.877,23.581,-0.223
207,10/28/2017 16:30:00,104.829,23.581,-0.228
208,10/28/2017 16:45:00,104.781,23.581,-0.233
209,10/28/2017 17:00:00,104.749,23.581,-0.236
210,10/28/2017 17:15:00,104.717,23.581,-0.239
211,10/28/2017 17:30:00,104.701,23.581,-0.241
212,10/28/2017 17:45:00,104.669,23.581,-0.244
213,10/28/2017 18:00:00,104.669,23.581,-0.244
214,10/28/2017 18:15:00,104.637,23.581,-0.247
215,10/28/2017 18:30:00,104.621,23.581,-0.249
216,10/28/2017 18:45:00,104.605,23.581,-0.250
217,10/28/2017 19:00:00,104.605,23.581,-0.250
218,10/28/2017 19:15:00,104.573,23.581,-0.253
219,10/28/2017 19:30:00,104.557,23.581,-0.255
220,10/28/2017 19:45:00,104.541,23.581,-0.257
221,10/28/2017 20:00:00,104.541,23.581,-0.257
222,10/28/2017 20:15:00,104.541,23.581,-0.257
223,10/28/2017 20:30:00,104.525,23.581,-0.258
224,10/28/2017 20:45:00,104.541,23.581,-0.257
225,10/28/2017 21:00:00,104.541,23.581,-0.257
226,10/28/2017 21:15:00,104.541,23.581,-0.257
227,10/28/2017 21:30:00,104.541,23.581,-0.257
228,10/28/2017 21:45:00,104.541,23.581,-0.257
229,10/28/2017 22:00:00,104.541,23.581,-0.257
230,10/28/2017 22:15:00,104.541,23.581,-0.257
231,10/28/2017 22:30:00,104.541,23.581,-0.257
232,10/28/2017 22:45:00,104.525,23.581,-0.258
233,10/28/2017 23:00:00,104.509,23.581,-0.260
234,10/28/2017 23:15:00,104.493,23.581,-0.261
235,10/28/2017 23:30:00,104.493,23.581,-0.261
236,10/28/2017 23:45:00,104.493,23.581,-0.261
237,10/29/2017 00:00:00,104.461,23.581,-0.265
238,10/29/2017 00:15:00,104.461,23.581,-0.265
239,10/29/2017 00:30:00,104.445,23.581,-0.266
240,10/29/2017 00:45:00,104.429,23.581,-0.268
241,10/29/2017 01:00:00,104.413,23.581,-0.269
242,10/29/2017 01:15:00,104.397,23.581,-0.271
243,10/29/2017 01:30:00,104.413,23.581,-0.269
244,10/29/2017 01:45:00,104.397,23.581,-0.271
245,10/29/2017 02:00:00,104.397,23.581,-0.271
246,10/29/2017 02:15:00,104.366,23.581,-0.274
247,10/29/2017 02:30:00,104.381,23.581,-0.272
248,10/29/2017 02:45:00,104.350,23.581,-0.276
249,10/29/2017 03:00:00,104.334,23.581,-0.277
250,10/29/2017 03:15:00,104.334,23.581,-0.277
251,10/29/2017 03:30:00,104.318,23.581,-0.279
252,10/29/2017 03:45:00,104.318,23.581,-0.279
253,10/29/2017 04:00:00,104.318,23.581,-0.279
254,10/29/2017 04:15:00,104.318,23.581,-0.279
255,10/29/2017 04:30:00,104.334,23.581,-0.277
256,10/29/2017 04:45:00,104.350,23.581,-0.276
257,10/29/2017 05:00:00,104.334,23.581,-0.277
258,10/29/2017 05:15:00,104.350,23.581,-0.276
259,10/29/2017 05:30:00,104.350,23.581,-0.276
260,10/29/2017 05:45:00,104.350,23.581,-0.276
261,10/29/2017 06:00:00,104.334,23.581,-0.277
262,10/29/2017 06:15:00,104.350,23.581,-0.276
263,10/29/2017 06:30:00,104.366,23.581,-0.274
264,10/29/2017 06:45:00,104.381,23.581,-0.272
265,10/29/2017 07:00:00,104.381,23.581,-0.272
266,10/29/2017 07:15:00,104.397,23.581,-0.271
267,10/29/2017 07:30:00,104.413,23.581,-0.269
268,10/29/2017 07:45:00,104.445,23.581,-0.266
269,10/29/2017 08:00:00,104.445,23.581,-0.266
270,10/29/2017 08:15:00,104.461,23.581,-0.265
271,10/29/2017 08:30:00,104.493,23.581,-0.261
272,10/29/2017 08:45:00,104.621,23.581,-0.249
273,10/29/2017 09:00:00,107.095,23.484,-0.002
274,10/29/2017 09:15:00,107.584,23.292,0.046
275,10/29/2017 09:30:00,107.964,23.196,0.084
276,10/29/2017 09:45:00,108.300,23.196,0.117
277,10/29/2017 10:00:00,108.524,23.196,0.140
278,10/29/2017 10:15:00,108.608,23.292,0.148
279,10/29/2017 10:30:00,108.512,23.292,0.139
280,10/29/2017 10:45:00,108.240,23.292,0.111
281,10/29/2017 11:00:00,107.920,23.292,0.080
282,10/29/2017 11:15:00,107.600,23.292,0.048
283,10/29/2017 11:30:00,107.315,23.388,0.019
284,10/29/2017 11:45:00,107.027,23.388,-0.009
285,10/29/2017 12:00:00,106.707,23.388,-0.041
286,10/29/2017 12:15:00,106.468,23.388,-0.065
287,10/29/2017 12:30:00,106.420,23.388,-0.070
288,10/29/2017 12:45:00,106.388,23.388,-0.073
289,10/29/2017 13:00:00,106.343,23.484,-0.077
290,10/29/2017 13:15:00,106.295,23.484,-0.082
291,10/29/2017 13:30:00,106.263,23.484,-0.085
292,10/29/2017 13:45:00,106.215,23.484,-0.090
293,10/29/2017 14:00:00,106.167,23.484,-0.095
294,10/29/2017 14:15:00,106.167,23.484,-0.095
295,10/29/2017 14:30:00,106.167,23.484,-0.095
296,10/29/2017 14:45:00,106.167,23.484,-0.095
297,10/29/2017 15:00:00,106.132,23.388,-0.098
298,10/29/2017 15:15:00,106.116,23.388,-0.100
299,10/29/2017 15:30:00,106.100,23.388,-0.101
300,10/29/2017 15:45:00,106.084,23.388,-0.103
301,10/29/2017 16:00:00,106.036,23.388,-0.108
302,10/29/2017 16:15:00,106.020,23.388,-0.109
303,10/29/2017 16:30:00,105.956,23.388,-0.116
304,10/29/2017 16:45:00,105.912,23.484,-0.120
305,10/29/2017 17:00:00,105.880,23.484,-0.123
306,10/29/2017 17:15:00,105.828,23.388,-0.129
307,10/29/2017 17:30:00,105.816,23.484,-0.130
308,10/29/2017 17:45:00,105.732,23.388,-0.138
309,10/29/2017 18:00:00,105.716,23.388,-0.140
310,10/29/2017 18:15:00,105.668,23.388,-0.144
311,10/29/2017 18:30:00,105.620,23.388,-0.149
312,10/29/2017 18:45:00,105.620,23.388,-0.149
313,10/29/2017 19:00:00,105.572,23.388,-0.154
314,10/29/2017 19:15:00,105.572,23.388,-0.154
315,10/29/2017 19:30:00,105.540,23.388,-0.157
316,10/29/2017 19:45:00,105.508,23.388,-0.160
317,10/29/2017 20:00:00,105.492,23.388,-0.162
318,10/29/2017 20:15:00,105.477,23.388,-0.163
319,10/29/2017 20:30:00,105.461,23.388,-0.165
320,10/29/2017 20:45:00,105.445,23.388,-0.167
321,10/29/2017 21:00:00,105.461,23.388,-0.165
322,10/29/2017 21:15:00,105.429,23.388,-0.168
323,10/29/2017 21:30:00,105.429,23.388,-0.168
324,10/29/2017 21:45:00,105.413,23.388,-0.170
325,10/29/2017 22:00:00,105.397,23.388,-0.171
326,10/29/2017 22:15:00,105.397,23.388,-0.171
327,10/29/2017 22:30:00,105.381,23.388,-0.173
328,10/29/2017 22:45:00,105.365,23.388,-0.175
329,10/29/2017 23:00:00,105.349,23.388,-0.176
330,10/29/2017 23:15:00,105.349,23.388,-0.176
331,10/29/2017 23:30:00,105.365,23.388,-0.175
332,10/29/2017 23:45:00,105.333,23.388,-0.178
333,10/30/2017 00:00:00,105.301,23.388,-0.181
334,10/30/2017 00:15:00,105.269,23.388,-0.184
335,10/30/2017 00:30:00,105.269,23.388,-0.184
336,10/30/2017 00:45:00,105.221,23.388,-0.189
337,10/30/2017 01:00:00,105.221,23.388,-0.189
338,10/30/2017 01:15:00,105.205,23.388,-0.190
339,10/30/2017 01:30:00,105.189,23.388,-0.192
340,10/30/2017 01:45:00,105.157,23.388,-0.195
341,10/30/2017 02:00:00,105.125,23.388,-0.198
342,10/30/2017 02:15:00,105.125,23.388,-0.198
343,10/30/2017 02:30:00,105.093,23.388,-0.202
344,10/30/2017 02:45:00,105.061,23.388,-0.205
345,10/30/2017 03:00:00,105.045,23.388,-0.206
346,10/30/2017 03:15:00,105.029,23.388,-0.208
347,10/30/2017 03:30:00,104.997,23.388,-0.211
348,10/30/2017 03:45:00,104.965,23.388,-0.214
349,10/30/2017 04:00:00,104.933,23.388,-0.218
350,10/30/2017 04:15:00,104.917,23.388,-0.219
351,10/30/2017 04:30:00,104.901,23.388,-0.221
352,10/30/2017 04:45:00,104.885,23.388,-0.222
353,10/30/2017 05:00:00,104.853,23.388,-0.226
354,10/30/2017 05:15:00,104.837,23.388,-0.227
355,10/30/2017 05:30:00,104.821,23.388,-0.229
356,10/30/2017 05:45:00,104.821,23.388,-0.229
357,10/30/2017 06:00:00,104.821,23.388,-0.229
358,10/30/2017 06:15:00,104.806,23.388,-0.230
359,10/30/2017 06:30:00,104.806,23.388,-0.230
360,10/30/2017 06:45:00,104.806,23.388,-0.230
361,10/30/2017 07:00:00,104.806,23.388,-0.230
362,10/30/2017 07:15:00,104.821,23.388,-0.229
363,10/30/2017 07:30:00,104.821,23.388,-0.229
364,10/30/2017 07:45:00,104.790,23.388,-0.232
365,10/30/2017 08:00:00,104.806,23.388,-0.230
366,10/30/2017 08:15:00,104.806,23.388,-0.230
367,10/30/2017 08:30:00,104.806,23.388,-0.230
368,10/30/2017 08:45:00,104.774,23.388,-0.233
369,10/30/2017 09:00:00,104.774,23.388,-0.233
370,10/30/2017 09:15:00,106.803,23.388,-0.032
371,10/30/2017 09:30:00,107.699,23.388,0.058
372,10/30/2017 09:45:00,108.340,23.388,0.121
373,10/30/2017 10:00:00,108.836,23.388,0.171
374,10/30/2017 10:15:00,109.281,23.292,0.215
375,10/30/2017 10:30:00,109.761,23.292,0.263
376,10/30/2017 10:45:00,110.162,23.292,0.303
377,10/30/2017 11:00:00,110.499,23.292,0.336
378,10/30/2017 11:15:00,110.739,23.292,0.360
379,10/30/2017 11:30:00,110.771,23.292,0.363
380,10/30/2017 11:45:00,110.515,23.292,0.338
381,10/30/2017 12:00:00,110.050,23.292,0.292
382,10/30/2017 12:15:00,109.569,23.292,0.244
383,10/30/2017 12:30:00,109.105,23.292,0.197
384,10/30/2017 12:45:00,108.464,23.292,0.134
385,10/30/2017 13:00:00,107.648,23.292,0.053
386,10/30/2017 13:15:00,106.752,23.292,-0.037
387,10/30/2017 13:30:00,106.208,23.292,-0.091
388,10/30/2017 13:45:00,106.180,23.388,-0.093
389,10/30/2017 14:00:00,106.148,23.388,-0.097
390,10/30/2017 14:15:00,106.132,23.388,-0.098
391,10/30/2017 14:30:00,106.148,23.388,-0.097
392,10/30/2017 14:45:00,106.116,23.388,-0.100
393,10/30/2017 15:00:00,106.116,23.388,-0.100
394,10/30/2017 15:15:00,106.116,23.388,-0.100
395,10/30/2017 15:30:00,106.116,23.388,-0.100
396,10/30/2017 15:45:00,106.116,23.388,-0.100
397,10/30/2017 16:00:00,106.116,23.388,-0.100
398,10/30/2017 16:15:00,106.100,23.388,-0.101
399,10/30/2017 16:30:00,106.084,23.388,-0.103
400,10/30/2017 16:45:00,106.084,23.388,-0.103
401,10/30/2017 17:00:00,106.052,23.388,-0.106
402,10/30/2017 17:15:00,106.068,23.388,-0.105
403,10/30/2017 17:30:00,106.052,23.388,-0.106
404,10/30/2017 17:45:00,106.068,23.388,-0.105
405,10/30/2017 18:00:00,106.068,23.388,-0.105
406,10/30/2017 18:15:00,106.052,23.388,-0.106
407,10/30/2017 18:30:00,106.052,23.388,-0.106
408,10/30/2017 18:45:00,106.036,23.388,-0.108
409,10/30/2017 19:00:00,106.052,23.388,-0.106
410,10/30/2017 19:15:00,106.068,23.388,-0.105
411,10/30/2017 19:30:00,106.068,23.388,-0.105
412,10/30/2017 19:45:00,106.084,23.388,-0.103
413,10/30/2017 20:00:00,106.084,23.388,-0.103
414,10/30/2017 20:15:00,106.068,23.388,-0.105
415,10/30/2017 20:30:00,106.068,23.388,-0.105
416,10/30/2017 20:45:00,106.068,23.388,-0.105
417,10/30/2017 21:00:00,106.068,23.388,-0.105
418,10/30/2017 21:15:00,106.068,23.388,-0.105
419,10/30/2017 21:30:00,106.068,23.388,-0.105
420,10/30/2017 21:45:00,106.084,23.388,-0.103
421,10/30/2017 22:00:00,106.452,23.388,-0.066
422,10/30/2017 22:15:00,107.155,23.388,0.004
423,10/30/2017 22:30:00,107.683,23.388,0.056
424,10/30/2017 22:45:00,108.083,23.388,0.096
425,10/30/2017 23:00:00,108.324,23.388,0.120
426,10/30/2017 23:15:00,108.372,23.388,0.125
427,10/30/2017 23:30:00,108.163,23.388,0.104
428,10/30/2017 23:45:00,107.843,23.388,0.072
429,10/31/2017 00:00:00,107.379,23.388,0.026
430,10/31/2017 00:15:00,106.803,23.388,-0.032
431,10/31/2017 00:30:00,106.356,23.388,-0.076
432,10/31/2017 00:45:00,106.327,23.484,-0.079
433,10/31/2017 01:00:00,106.311,23.484,-0.080
434,10/31/2017 01:15:00,106.295,23.484,-0.082
435,10/31/2017 01:30:00,106.327,23.484,-0.079
436,10/31/2017 01:45:00,106.311,23.484,-0.080
437,10/31/2017 02:00:00,106.295,23.484,-0.082
438,10/31/2017 02:15:00,106.279,23.484,-0.084
439,10/31/2017 02:30:00,106.295,23.484,-0.082
440,10/31/2017 02:45:00,106.279,23.484,-0.084
441,10/31/2017 03:00:00,106.263,23.484,-0.085
442,10/31/2017 03:15:00,106.263,23.484,-0.085
443,10/31/2017 03:30:00,106.231,23.484,-0.088
444,10/31/2017 03:45:00,106.215,23.484,-0.090
445,10/31/2017 04:00:00,106.215,23.484,-0.090
446,10/31/2017 04:15:00,106.215,23.484,-0.090
447,10/31/2017 04:30:00,106.199,23.484,-0.092
448,10/31/2017 04:45:00,106.215,23.484,-0.090
449,10/31/2017 05:00:00,106.231,23.484,-0.088
450,10/31/2017 05:15:00,106.231,23.484,-0.088
451,10/31/2017 05:30:00,106.215,23.484,-0.090
452,10/31/2017 05:45:00,106.199,23.484,-0.092
453,10/31/2017 06:00:00,106.215,23.484,-0.090
454,10/31/2017 06:15:00,106.199,23.484,-0.092
455,10/31/2017 06:30:00,106.215,23.484,-0.090
456,10/31/2017 06:45:00,106.199,23.484,-0.092
457,10/31/2017 07:00:00,106.199,23.484,-0.092
458,10/31/2017 07:15:00,106.199,23.484,-0.092
459,10/31/2017 07:30:00,106.199,23.484,-0.092
460,10/31/2017 07:45:00,106.183,23.484,-0.093
461,10/31/2017 08:00:00,106.167,23.484,-0.095
462,10/31/2017 08:15:00,106.151,23.484,-0.096
463,10/31/2017 08:30:00,106.167,23.484,-0.095
464,10/31/2017 08:45:00,106.167,23.484,-0.095
465,10/31/2017 09:00:00,106.151,23.484,-0.096
466,10/31/2017 09:15:00,106.151,23.484,-0.096
467,10/31/2017 09:30:00,106.167,23.484,-0.095
468,10/31/2017 09:45:00,107.799,23.484,0.068
469,10/31/2017 10:00:00,108.696,23.484,0.157
470,10/31/2017 10:15:00,109.384,23.484,0.225
471,10/31/2017 10:30:00,110.073,23.484,0.294
472,10/31/2017 10:45:00,110.683,23.484,0.354
473,10/31/2017 11:00:00,111.324,23.484,0.418
474,10/31/2017 11:15:00,111.918,23.484,0.477
475,10/31/2017 11:30:00,112.367,23.484,0.522
476,10/31/2017 11:45:00,112.608,23.484,0.546
477,10/31/2017 12:00:00,112.528,23.484,0.538
478,10/31/2017 12:15:00,112.191,23.484,0.505
479,10/31/2017 12:30:00,111.677,23.484,0.453
480,10/31/2017 12:45:00,111.116,23.484,0.398
481,10/31/2017 13:00:00,110.474,23.484,0.334
482,10/31/2017 13:15:00,109.881,23.484,0.275
483,10/31/2017 13:30:00,109.288,23.484,0.216
484,10/31/2017 13:45:00,108.471,23.484,0.134
485,10/31/2017 14:00:00,107.495,23.484,0.037
486,10/31/2017 14:15:00,106.631,23.484,-0.049
487,10/31/2017 14:30:00,106.471,23.484,-0.065
488,10/31/2017 14:45:00,106.423,23.484,-0.069
489,10/31/2017 15:00:00,106.407,23.484,-0.071
490,10/31/2017 15:15:00,106.423,23.484,-0.069
491,10/31/2017 15:30:00,106.407,23.484,-0.071
492,10/31/2017 15:45:00,106.423,23.484,-0.069
493,10/31/2017 16:00:00,106.391,23.484,-0.073
494,10/31/2017 16:15:00,106.375,23.484,-0.074
495,10/31/2017 16:30:00,106.359,23.484,-0.076
496,10/31/2017 16:45:00,106.375,23.484,-0.074
497,10/31/2017 17:00:00,106.359,23.484,-0.076
498,10/31/2017 17:15:00,106.359,23.484,-0.076
